,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,RespectfulResponse,CourteousExchange,ActiveListening,Contract,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Bandwidth_GB_Year
8233,-0.676037828218263,-0.04084592357288879,0.6726110341885836,-0.5475185956246753,0.5246773686609896,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0.6315946541773138,-0.993574182425329,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.6657797192506506
995,-0.13896657384697378,-0.9723379092716081,-0.7285009063548112,0.2806046902210518,-0.08222445881075154,2.3081904555593193,2.0293073205191656,-0.6258635316811727,-0.7279359639889501,1.3385895268468702,0.49067915569344955,-0.48821328709573447,-2.4194358483304526,1.4647605064018812,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,1.462596279828045,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.7112796054639471
7122,0.018184452461126342,-0.04084592357288879,1.2523814923444712,-0.14566752839016867,-0.05644303552425264,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,0.5471690466873759,-0.3526055502096308,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-1.45681744863776,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.3392446647860112
1800,-0.6726425899955571,-0.5065919164222484,-0.8251293160474592,1.6845247794105664,-0.25393489245452266,-1.657772526501367,0.005867974104602262,-0.6258635316811727,-0.9973443333937277,0.22990242425915486,0.49067915569344955,-0.48821328709573447,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-1.0660128433799707
4801,-0.5185403490302949,-0.5065919164222484,-0.2453588578915717,1.295340695012155,0.5134672029944433,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-0.9768661085141964,-0.0035936843279776674,-0.47294840851206826,-0.48821328709573447,1.4718964368813727,-1.45988609539888,0.4948436788828508,0.48638937610826977,1.4492680783271112,0.4903839162092966,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.8770890669091925
562,-0.4635236317072652,0.4249000692764709,-1.4532139790496708,-0.4157836054213466,-0.041090809078181446,-0.3357848658144715,0.005867974104602262,0.9466579047036832,-1.2340871245678033,-0.23659346012463697,1.4543067198989672,1.4449218825567476,0.4990633655784165,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.0709843076229966
9659,-0.6658521135501454,2.2878840406739096,-0.05210203850627586,1.2844365714856212,1.3753326976454687,0.986202794872424,-1.0058516991026796,-0.6258635316811727,1.3752809498020495,-0.7607660884753538,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-1.4540408110282002,2,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1.3233882559767545
114,-0.6059157653329909,-0.9723379092716081,0.6726110341885836,-0.9674064335981899,0.13606961327830755,0.6557058797007002,1.0175876473118841,-0.6258635316811727,-0.8094886028797343,0.05442240939837878,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,1.453943336936338,-0.4954056262379492,0.4903839162092966,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.8973755671978294
9544,-0.6603088674722583,-0.5065919164222484,0.4793542148032877,-0.23690037380471807,0.7626783259448076,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,0.9623100251574358,1.5144073078969686,-0.47294840851206826,-0.48821328709573447,1.4718964368813727,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.2272703319680618
8066,-0.5655193595403883,-0.9723379092716081,-0.6801867015084874,1.9305800078327864,1.4986176370861926,0.986202794872424,1.0175876473118841,0.9466579047036832,0.981983465380458,0.4075872810444089,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,0.48638937610826977,0.47693122604458105,0.4903839162092966,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1.1632085172812268
8115,-0.41155569972707334,-0.5065919164222484,0.9624962632665273,-0.9087547461411248,-0.051824890837341805,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0.856126772733421,2.154202235207688,-2.4002035369231036,-0.48821328709573447,-1.446602777027496,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.8882108232015187
879,-0.6435405480866497,-0.04084592357288879,-0.7285009063548112,-0.11464177194781948,-1.7574315205231277,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,-0.8137118108883108,0.2291624545497164,0.49067915569344955,0.4783542977305066,1.4718964368813727,-1.45988609539888,-0.48098688487745467,2.421497297764406,-0.4954056262379492,-1.4540408110282002,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8800083713581641
689,-0.5654500689644147,-0.04084592357288879,-1.115014545125403,-1.2041902490674476,-0.039709586958112386,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,-1.0867779377394304,0.5202835849094483,1.4543067198989672,2.4114894673829887,2.444729508184329,-0.48500389479862627,-1.45681744863776,2.421497297764406,1.4492680783271112,1.462596279828045,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-0.8643013297063034
6407,1.0225513511983007,-0.5065919164222484,1.5422667214224148,1.4284551908912415,1.1483604465120123,-2.3187663568448147,1.0175876473118841,-0.6258635316811727,1.202009072715928,-2.098888653283704,0.49067915569344955,0.4783542977305066,1.4718964368813727,1.4647605064018812,0.4948436788828508,1.453943336936338,-0.4954056262379492,0.4903839162092966,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.9279421739836176
7969,-0.6506081868359558,-0.5065919164222484,0.18946898572534393,0.4023203555253579,1.7590926914856764,-0.0052879506427475865,2.0293073205191656,0.9466579047036832,1.0045394692593794,0.054611832328876474,-0.47294840851206826,0.4783542977305066,0.4990633655784165,1.4647605064018812,0.4948436788828508,2.421497297764406,0.47693122604458105,1.462596279828045,2,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1.0860058525916967
815,1.199865935114715,-0.9723379092716081,-1.1633287499717269,-0.6450900745735444,1.468762099527896,0.6557058797007002,1.0175876473118841,-0.6258635316811727,-0.9484087968020869,1.0443500209116188,1.4543067198989672,-0.48821328709573447,0.4990633655784165,-2.4347682959991337,2.446504806403462,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,-0.9832398664552778
9017,-0.2589778514332301,-0.04084592357288879,-0.003787833659951896,-0.1305106973922488,0.9200104472001139,1.9776935403875957,0.005867974104602262,-0.6258635316811727,1.2601039626232542,-1.3419060446715578,0.49067915569344955,1.4449218825567476,0.4990633655784165,1.4647605064018812,0.4948436788828508,0.48638937610826977,-1.4677424785204796,0.4903839162092966,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1.0805692640100353
7712,-0.33942421013856705,0.8906460621258305,0.28609739541799184,0.7325523819506717,0.681676814136624,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0.9527985483867897,-0.5275644307774783,1.4543067198989672,2.4114894673829887,1.4718964368813727,1.4647605064018812,-1.45681744863776,0.48638937610826977,1.4492680783271112,2.4348086434467935,2,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.8834333342450396
8488,-0.5974623150642129,-0.9723379092716081,-1.3565855693570228,-0.6023658262977982,1.7650035672073356,1.6471966252158718,-1.0058516991026796,0.9466579047036832,1.0146076416088083,-0.7596459455005619,1.4543067198989672,0.4783542977305066,1.4718964368813727,1.4647605064018812,-1.45681744863776,0.48638937610826977,1.4492680783271112,-1.4540408110282002,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.8966716345519401
7475,-0.6463814617015669,-0.5065919164222484,-0.7768151112011352,0.2201256010294926,-0.18123912949142923,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,1.2544572087599333,1.1060232067922025,1.4543067198989672,-0.48821328709573447,0.4990633655784165,-1.45988609539888,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.2287883037242509
2867,-0.5769523045760305,-0.5065919164222484,1.107438877805499,1.1260611634482793,-0.34016843052530527,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,-0.7776446536581652,-0.7608965001314624,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,-0.7538320960350103
6479,-0.30658047712708586,-0.04084592357288879,-1.3082713645106987,-0.019731426826942646,0.8004924729009365,-0.6662817809861953,1.0175876473118841,0.9466579047036832,0.7931989936947992,0.46258141066958264,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,1.453943336936338,1.4492680783271112,0.4903839162092966,2,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.745347972490453
1247,0.12336754678903461,-0.9723379092716081,-1.5015281838959946,-0.7676667783818969,-1.6116924381288316,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-0.638700433329481,-0.0032073165089594327,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,-0.6465587945756398
6757,-0.5401590087340548,-0.9723379092716081,0.6726110341885836,-0.6812377334516202,-1.217575932737585,-1.657772526501367,-1.0058516991026796,-0.6258635316811727,0.503411337073298,0.287527050139227,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-2.4326480123980656,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.37272635005045307
5592,-0.35411381224496796,0.4249000692764709,1.204067287498147,-0.05487300405922785,0.3173565110580983,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0.8981372448651774,2.2713887521193277,1.4543067198989672,1.4449218825567476,1.4718964368813727,-1.45988609539888,1.4706742426431563,0.48638937610826977,-1.4677424785204796,-0.4818284474094517,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.2022404624794154
3602,-0.6708410350202438,-0.9723379092716081,1.0591246729591752,-1.2878195003447392,0.06471781946868223,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,-0.9060983765630163,2.154202235207688,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,1.4706742426431563,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.8545647232842006
2960,1.1420083041767681,0.8906460621258305,-0.4386156772768675,-0.24011721081880624,-1.3846927543489618,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,-0.911748155945787,-1.2844666964943432,1.4543067198989672,0.4783542977305066,0.4990633655784165,1.4647605064018812,0.4948436788828508,1.453943336936338,0.47693122604458105,1.462596279828045,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.831798440940759
675,0.11186531117741882,-0.04084592357288879,1.5905809262687387,1.1571323123653066,-0.6985629143549777,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.9330047839355177,-0.06241474400166477,-0.47294840851206826,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.0881840407983834
4322,-0.053877746551406334,0.8906460621258305,1.349009902037119,0.23638780971156112,-0.17279790162741068,1.6471966252158718,0.005867974104602262,-0.6258635316811727,-0.7909732014048003,0.6372794679252125,1.4543067198989672,1.4449218825567476,0.4990633655784165,-0.48500389479862627,-1.45681744863776,0.48638937610826977,0.47693122604458105,1.462596279828045,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-0.604086938803384
2682,-0.5117498725848832,-0.04084592357288879,-1.6464707984349665,0.6802414558001769,0.7328853616763419,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.0320115707857804,-0.41133271349091965,0.49067915569344955,-0.48821328709573447,1.4718964368813727,0.4898783058016274,-0.48098688487745467,1.453943336936338,0.47693122604458105,-1.4540408110282002,2,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.8679911984549802
6038,-0.676037828218263,1.3563920549751902,-1.018386135432755,-0.7657627768463837,-0.32980339575358414,0.986202794872424,1.0175876473118841,-0.6258635316811727,0.5880884408675094,-0.5857117279449975,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,0.48638937610826977,1.4492680783271112,-1.4540408110282002,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.540340122775774
7583,-0.646520042853514,0.4249000692764709,0.43104000995696373,-1.2993257834181717,1.161791811071121,1.316699710044148,0.005867974104602262,-0.6258635316811727,0.19623602017317957,-0.3526055502096308,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,1.4647605064018812,-1.45681744863776,2.421497297764406,1.4492680783271112,0.4903839162092966,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.03089452572330166
9339,0.33692110193963626,-0.5065919164222484,0.43104000995696373,1.3038503654994287,-2.231204757713881,-2.9797601871882624,0.005867974104602262,0.9466579047036832,0.8186148698337454,0.05477251811943916,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,0.48638937610826977,1.4492680783271112,1.462596279828045,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.9006121666784875
4451,0.509316054961926,0.4249000692764709,-0.7285009063548112,0.286655010615425,0.730197072547674,1.316699710044148,0.005867974104602262,0.9466579047036832,-1.099545741005879,-0.5861169355907644,-0.47294840851206826,-1.4547808719219755,-1.446602777027496,-1.45988609539888,0.4948436788828508,-2.4162725063759347,-0.4954056262379492,-0.4818284474094517,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,-1.0245710026396153
9725,-0.5928198464739824,-0.5065919164222484,-0.9217577257401072,0.843275975808756,-1.4157640000981087,-0.6662817809861953,1.0175876473118841,-0.6258635316811727,0.7147438706493221,-0.23686054785390712,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.8006714863522089
3792,-0.1303745424262487,0.4249000692764709,1.300695697190795,2.322657507863206,2.315750000636179,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-0.8927456246607818,-0.5283305992571172,0.49067915569344955,1.4449218825567476,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,1.462596279828045,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.8047447113138984
208,0.1031346986047466,-0.5065919164222484,-0.3419872675842196,0.9718607991951794,-1.172741626195008,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-1.1299267526011132,-0.2355068748634973,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-1.1430004761732468
9346,0.5350921492241011,0.8906460621258305,-0.4386156772768675,-0.5534391219117664,0.21610210102681032,-0.9967786961579193,1.0175876473118841,-0.6258635316811727,1.1690619222863003,-0.06241399879220118,-1.436575972717586,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,1.4706742426431563,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1.1087094203533914
7224,1.1753370712200644,-0.9723379092716081,-1.3565855693570228,-0.9674823241417919,0.7349620650282382,-0.3357848658144715,1.0175876473118841,0.9466579047036832,0.5980840007501407,0.22941701344488163,-0.47294840851206826,1.4449218825567476,-0.4737697057245398,1.4647605064018812,-1.45681744863776,-0.48116458471979834,0.47693122604458105,1.462596279828045,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.5593275787088473
2037,-0.621575435503022,-0.9723379092716081,-1.1633287499717269,1.0170990103849233,0.21038612626697925,-0.3357848658144715,2.0293073205191656,-0.6258635316811727,-0.9335666894587934,0.9322310447906138,1.4543067198989672,0.4783542977305066,2.444729508184329,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.865262434344031
7620,-0.659338799408628,-0.5065919164222484,1.7355235408077105,-0.48571815986553885,0.17196039353407816,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,1.3961059783656928,-0.5281699134665545,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,2.446504806403462,1.453943336936338,0.47693122604458105,-0.4818284474094517,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1.4132649489916713
3909,1.247884304264412,0.8906460621258305,0.14115478087901998,0.33134673896549177,1.0715593864673731,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.1084765071371085,0.9860398256129417,-2.4002035369231036,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-2.4400793308030098,-1.4540408110282002,2,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,-1.085875717864753
6710,-0.6202589145595238,-0.5065919164222484,-0.5835582918158394,1.2180337643485954,1.2302154901185487,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,0.1322655714941335,-1.4012200604053366,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.1010906438591639
1794,-0.5624012836215768,-0.04084592357288879,-1.1633287499717269,0.7399073813633263,1.2860654595686707,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-0.9937860351719269,0.11324398140357204,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,2,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.7671340490590793
4655,-0.6455499747898837,2.7536300335232693,-0.7285009063548112,-0.500001185725909,0.36543320176291816,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.9838157645096266,0.17053149315260288,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,-0.9608952663736735
9777,-0.6036291763258623,-0.5065919164222484,0.3827258051106398,0.7336095301304754,1.3550293940012026,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.064363065342396,0.22990139959614317,1.4543067198989672,-0.48821328709573447,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.9423817100199073
1733,1.8020010403252043,0.8906460621258305,-1.211642954818051,0.85667313915549,-1.0810437637736934,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-1.2428592555664846,-0.6442373353542117,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-1.45988609539888,-0.48098688487745467,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,-1.3321546991577977
5945,-0.43656959765353903,-0.5065919164222484,1.6388951311150628,2.1471162971947386,0.8170422528493003,0.3252089645289763,2.0293073205191656,-0.6258635316811727,0.9129063180598996,-1.3423322113334848,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.6488758323431731
2426,-0.3297235295022646,-0.9723379092716081,1.6388951311150628,-0.45615134592963424,0.9897749104504648,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.8064237728556145,-1.4012200604053366,1.4543067198989672,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-1.4677424785204796,-0.4818284474094517,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-1.0772367815977666
8301,-0.6095188752836175,-0.5065919164222484,-1.1633287499717269,-0.4661795365463674,-0.47549724129860355,0.3252089645289763,0.005867974104602262,0.9466579047036832,1.4144931946325734,0.2290583813905824,-2.4002035369231036,-2.4213484567482166,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,1.462596279828045,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1.3432752803554235
9510,-0.16647493250848863,-0.5065919164222484,-1.115014545125403,0.4628959037256076,0.2629959445150162,1.6471966252158718,-1.0058516991026796,0.9466579047036832,1.0790379692442402,-0.06241399879220118,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-1.4540408110282002,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.998193738910935
6994,-0.6384130454646041,-0.04084592357288879,1.6872093359613867,-0.38276660878121266,-0.3377987036583843,0.6557058797007002,-1.0058516991026796,0.9466579047036832,0.5443564481687557,-0.2944838696174182,1.4543067198989672,0.4783542977305066,0.4990633655784165,0.4898783058016274,-2.4326480123980656,2.421497297764406,0.47693122604458105,2.4348086434467935,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.5551911748893206
3833,-0.44585453483399995,-0.04084592357288879,-1.4532139790496708,-1.0947709795989364,-1.4215582712788122,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.0253765688131407,1.980163222571322,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,-1.45681744863776,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,-0.8801473458242646
3562,-0.12316832252499545,-0.5065919164222484,1.0108104681128514,-0.22673777890749328,-0.0892798151586527,0.6557058797007002,-1.0058516991026796,2.519179341088539,-1.238682346174394,-1.8669750435678607,1.4543067198989672,1.4449218825567476,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-1.3206519245316923
963,-0.6290588177081695,-0.04084592357288879,-1.066700340279079,0.5679312531006164,-2.054138381792197,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,-1.2621070399585594,0.7527728223602376,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,0.48638937610826977,0.47693122604458105,-1.4540408110282002,2,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.2869716101883348
